SQ_CANDIDATO;NM_CANDIDATO;NM_UE_x;DS_CARGO;SG_PARTIDO;DS_TIPO_BEM_CANDIDATO;DS_BEM_CANDIDATO;VR_BEM_CANDIDATO
250001931763;LUIS OTAVIO CORREA VIEIRA;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;SÓCIO PROPRIETÁRIO DE EMPRESA;500,00
250001931763;LUIS OTAVIO CORREA VIEIRA;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;NUMERÁRIO EM MEU PODER;23500,00
250001931763;LUIS OTAVIO CORREA VIEIRA;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;FINANCIAMENTO MOTO YAMAHA ANO 2023;3780,00
250001931763;LUIS OTAVIO CORREA VIEIRA;BOITUVA;VEREADOR;PSD;Caderneta de poupança;NUMERÁRIO EM MEU PODER ;4158,30
250001931763;LUIS OTAVIO CORREA VIEIRA;BOITUVA;VEREADOR;PSD;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;MOTO YAMAHA ANO 2023;23990,00
250001931579;CARLOS FERREIRA DOS SANTOS;BOITUVA;VEREADOR;CIDADANIA;Casa;imovel residencial;900000,00
250002139311;LUCAS VICENTE LOPES NETTO;BOITUVA;VEREADOR;MDB;Apartamento;Apartamento;200000,00
250002139315;ROSEMARY BARROS SILVA;BOITUVA;VEREADOR;MDB;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;1 Carro Onix Chevrolet;47000,00
250002138896;ARÃµO AMORIM DOS SANTOS;BOITUVA;VEREADOR;AVANTE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;MOTO YAMAHA NEO AT 115;6000,00
250002138885;JEFFERSON COVRE;BOITUVA;VEREADOR;AVANTE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Automovel Chevrolet - Onix ACT ano modelo 2019;68000,00
250002130883;JOSÃµ MARIA CANCIAN;BOITUVA;VEREADOR;PSB;Depósito bancário em conta corrente no País;Saldo em conta - Banco Itaú;1900,00
250001931858;FERNANDO RIBEIRO NEVES;BOITUVA;VEREADOR;PP;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;carro celta;20000,00
250001931858;FERNANDO RIBEIRO NEVES;BOITUVA;VEREADOR;PP;Casa;chacara com uma casa;350000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Crédito decorrente de empréstimo;CREDITO CONCEDIDO A PESSOA FISICA ;90000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Outros bens imóveis;PREDIO NO BAIRRO RESIDENCIAL ÁGUA BRANCA;439632,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Outros bens imóveis;IMÓVEL NO BAIRRO RESIDENCIAL NOVO MUNDO;356000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Outros bens imóveis;IMÓVEL NO BAIRRO RESIDENCIAL NOVO MUNDO;683598,23
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Outros bens imóveis;IMÓVEL NO BAIRRO RESIDENCIAL NOVO MUNDO;778000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Quotas ou quinhões de capital;QUOTAS OU QUINHÕES DE EMPRESA;10000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Depósito bancário em conta corrente no País;NUMERÁRIO EM CONTA BANCÁRIA;10,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Terreno;UM LOTE DE TERRENO NO ESTADO DE GOIAS ;268000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Terreno;UM LOTE DE TERRENO  NO BAIRRO RESIDENCIAL NOVO MUNDO;150000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Terreno;UM LOTE DE TERRENO NO ESTADO DE GOIAS;204000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Terreno;UM LOTE DE TERRENO NO ESTADO DE GOIAS;256000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Terreno;UM LOTE DE TERRENO NO ESTADO DE GOIAS;300000,00
250001931368;LUIZ CRISPIM DA SILVA;BOITUVA;VEREADOR;UNIÃµO;Terreno;UM LOTE DE TERRENO NO ESTADO DE GOIAS;250000,00
250001931704;TIAGO JOSE LEME LISBOA;BOITUVA;VEREADOR;PODE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Um automovel ;8500,00
250001931704;TIAGO JOSE LEME LISBOA;BOITUVA;VEREADOR;PODE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Um mota ;7000,00
250001931704;TIAGO JOSE LEME LISBOA;BOITUVA;VEREADOR;PODE;Casa;uma casa localizada na cidade de Boituva;270000,00
250001931692;LUIS GUSTAVO JUREMA FERREIRA;BOITUVA;VEREADOR;PODE;Casa;Aquisição de um imovel na planta na cidade de Boituva;21596,22
250001931766;ODAIR LOPES DE ALENCAR;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;PROPRIETÁRIO DE COMÉRCIO  EM BOITUVA;2500,00
250001931766;ODAIR LOPES DE ALENCAR;BOITUVA;VEREADOR;PSD;Depósito bancário em conta corrente no País;NUMERÁRIO EM MEU PODER;23873,12
250001931371;ADILSON APARECIDO LEITE;BOITUVA;VEREADOR;UNIÃµO;Outros bens imóveis;Chacara ;100000,00
250001931371;ADILSON APARECIDO LEITE;BOITUVA;VEREADOR;UNIÃµO;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;HONDA CIVIC 2008;25000,00
250001931371;ADILSON APARECIDO LEITE;BOITUVA;VEREADOR;UNIÃµO;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;GOL 2012;15000,00
250001931863;BYVAR CAVALCANTE DE ARAUJO;BOITUVA;VEREADOR;PP;Terreno;boituva;57000,00
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Outros fundos;Conta Corrente no banco Bradesco ;1,00
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Outros fundos;Conta Corrente no Banco Sicoob;2549,33
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Caderneta de poupança;Poupança no banco Bradesco;479,87
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Outras aplicações e Investimentos;Capital Social;395,33
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Aplicação de renda fixa (CDB, RDB e outros);Aplicação no banco Bradesco ;22597,01
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Aplicação de renda fixa (CDB, RDB e outros);Aplicação no Ourocap;50,00
250001931666;EUSÃµBIO RAIMUNDO FRANÃµA;BOITUVA;VEREADOR;SOLIDARIEDADE;Aplicação de renda fixa (CDB, RDB e outros);Bradesco Previdencia ;19700,00
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Crédito decorrente de empréstimo;CONSIGNADO ;11000,00
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Crédito decorrente de empréstimo;CONSIGNADO ;8969,06
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Crédito decorrente de empréstimo;CONSIGNADO ;9000,12
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Outros bens imóveis;50% DE IMÓVEL NO MUNICÍPIO DE BOITUVA/SP;150000,00
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Depósito bancário em conta corrente no País;NUMERÁRIO EM MEU PODER;25000,00
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;INFORMADO POR CNPJ ;25000,00
250001931757;FRANCISCO LUCIELTON MARTINS;BOITUVA;VEREADOR;PSD;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;VEÍCULO;40000,00
250001931713;MARCOS REGINALDO CALDEIRA;BOITUVA;VEREADOR;REPUBLICANOS;OUTROS BENS E DIREITOS;CAPITAL SOCIAL DE EMPRESA;2000,00
250001931713;MARCOS REGINALDO CALDEIRA;BOITUVA;VEREADOR;REPUBLICANOS;Terreno;TERRENO CIDADE DE BOITUVA;61000,00
250001931713;MARCOS REGINALDO CALDEIRA;BOITUVA;VEREADOR;REPUBLICANOS;Aplicação de renda fixa (CDB, RDB e outros);TITULO CAPITALIZAÇÃO;1308,72
250001931868;DAVID MACHADO;BOITUVA;VEREADOR;PP;Depósito bancário em conta corrente no País;saldo em conta;114,00
250001931868;DAVID MACHADO;BOITUVA;VEREADOR;PP;Depósito bancário em conta corrente no País;saldo em conta;24,70
250001931868;DAVID MACHADO;BOITUVA;VEREADOR;PP;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;carro;3964,00
250002139309;KARIN COMPORTO SILVA;BOITUVA;VEREADOR;MDB;Casa;50 % de um (1) imovel;90628,52
250002138883;ÃµDERSON APARECIDO JOAQUIM PANTOJO;BOITUVA;VEREADOR;AVANTE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Moto Honda Twister amarela 2008;8527,00
250002130378;ERIK LUIZ LOPES CARDOSO;BOITUVA;VEREADOR;PL;Casa;Imóvel no Residencial Vitiello - Boituva/SP;250000,00
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Ford Ka 2018;30000,00
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Caderneta de poupança;Saldo em conta - Banco Itaú;27454,23
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Caderneta de poupança;Saldo em conta - Banco do Brasil;266,17
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Consórcio não contemplado;Consórcio Ademicon;807,36
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Depósito bancário em conta corrente no País;Capital Social - Sicoob ;3018,61
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Depósito bancário em conta corrente no País;Saldo em conta corrente - Banco do Brasil;1880,92
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Aplicação de renda fixa (CDB, RDB e outros);Aplicação - Banco Itaú;168806,48
250002130377;IRANI APARECIDA MARSON;BOITUVA;VEREADOR;PL;Casa;Imóvel no bairro Jardim Santa Cruz - Boituva/SP;250000,00
250002130388;JULIANA MARINEIDE GOUVEIA DA SILVA;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Parati - 1995;18500,00
250001931320;JOSÃµ APARECIDO NESTAL;BOITUVA;VEREADOR;PRD;Terreno;LOTE DE TERRENO ;225000,00
250001931582;MARTINA DE LOURDES NOGUEIRA SIMÃµO;BOITUVA;VEREADOR;CIDADANIA;OUTROS BENS E DIREITOS;HERANÇA;27500,00
250001931582;MARTINA DE LOURDES NOGUEIRA SIMÃµO;BOITUVA;VEREADOR;CIDADANIA;Aplicação de renda fixa (CDB, RDB e outros);aplicação financeira BB;27500,00
250001931662;GISELE ALVES DOS SANTOS;BOITUVA;VEREADOR;SOLIDARIEDADE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Onix 2024;103085,00
250001931662;GISELE ALVES DOS SANTOS;BOITUVA;VEREADOR;SOLIDARIEDADE;Casa;Imovel residencial na cidade de Boituva;320000,00
250001931760;MARIA CECILIA PACHECO;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;CAPITAL SOCIAL DE COOPERATIVA ;127,91
250001931760;MARIA CECILIA PACHECO;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;CONSÓRCIO RENAULT ;11015,24
250001931760;MARIA CECILIA PACHECO;BOITUVA;VEREADOR;PSD;OUTROS BENS E DIREITOS;EMPRÉSTIMO FINANCEIRO;10224,72
250001931760;MARIA CECILIA PACHECO;BOITUVA;VEREADOR;PSD;Caderneta de poupança;NUMERÁRIO EM MEU PODER ;33757,86
250001931760;MARIA CECILIA PACHECO;BOITUVA;VEREADOR;PSD;Depósito bancário em conta corrente no País;NUMERÁRIO EM MEU PODER;4424,94
250001931760;MARIA CECILIA PACHECO;BOITUVA;VEREADOR;PSD;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;CARRO MARCA GM ANO 2002/2003;30000,00
250001931664;GELIANE PEDROZO PATINETI;BOITUVA;VEREADOR;SOLIDARIEDADE;Casa;Imovel Residencial localizado na cidade de Boituva;350000,00
250001931708;EDIRLENE TERESINHA DE FERRIELLO;BOITUVA;VEREADOR;REPUBLICANOS;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;VEICULO CHEVROLET;66080,00
250001931708;EDIRLENE TERESINHA DE FERRIELLO;BOITUVA;VEREADOR;REPUBLICANOS;Depósito bancário em conta corrente no País;BANCO ITAU;8426,89
250001931321;LAIS MARIANA GIANOTTI;BOITUVA;VEREADOR;PRD;Outros bens imóveis;16,66% IMOVEL RESIDENCIAL ;500000,00
250001931695;JOSE RAIMUNDO DA SILVA ROMERO;BOITUVA;VEREADOR;PODE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Veiculo Peugeot Boxer ano 2012;76031,00
250002138886;LUAN MENEZES PAIVA DE OLIVEIRA;BOITUVA;VEREADOR;AVANTE;Terreno;1 TERRENO;160000,00
250002130381;MARCELO DOS SANTOS SILVA;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Honda Civic 2004;25000,00
250002130381;MARCELO DOS SANTOS SILVA;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Ford Ka - 2005;14000,00
250002130381;MARCELO DOS SANTOS SILVA;BOITUVA;VEREADOR;PL;Terreno;1 terreno em Ponta Grossa - Paraná;250000,00
250002138892;MARCELO HENRIQUE SILVA;BOITUVA;VEREADOR;AVANTE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Carro Sandero Renalt;25000,00
250002138894;VERA TEREZA DE MELO;BOITUVA;VEREADOR;AVANTE;Casa;Casa Residencial ;850000,00
250002138894;VERA TEREZA DE MELO;BOITUVA;VEREADOR;AVANTE;Casa;Casa Residencial ;400000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Ranger 2018;145000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Saveiro 2023;75000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Saveiro 2016;45000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Saveiro 2011;34000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Strada 2015;52000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Moto CB 250 F Twister -2018;18000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Depósito bancário em conta corrente no País;Saldo em conta - Banco Santander ;12000,00
250002130383;CICERA APARECIDA JACINTO VEDESCHI;BOITUVA;VEREADOR;PL;Casa;Sobrado - Vila dos Ipes, Boituva/SP;1000000,00
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Crédito decorrente de empréstimo;Crédito referente a NP ;45000,00
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Outros bens imóveis;12,5% de um sítio no bairro Água Branca - Boituva/SP;18755,36
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terra nua;37,37% de um quinhão de terras no bairro Campos de Boituva/SP;21552,77
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;BMW 320 Sport GP - 2019;177858,40
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Fiat Toro Freed - 2021;95985,96
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Prédio comercial;25% do Prédio na Rua Cel. Eugenio Motta - Boituva/SP;28700,00
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;Terreno - Residencial Esplanada, Boituva/SP;4972,12
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;Lote no jardim Maria Conceição - Porto Feliz/SP;14320,15
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;50% terreno sem benfeitorias - Porto Feliz/SP;20000,00
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;Lote no Flora Ville, Boituva/SP;252000,00
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;Lote no Jardim Paraíso - Boituva/SP;11953,60
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;12,5% de um terreno na Rua Manoel dos Santos Freire - Boituva/SP;33622,99
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;12,5% de um terreno na Rua Manoel dos Santos Freire - Boituva/SP, recebido por doação;11356,88
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;com 3,42 HA no bairro Geriva - Boituva/SP;1252,17
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Terreno;1 terreno no Campos de Boituva/SP;20000,00
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Casa;50% de um imóvel na Rua Evaristo Candiotto - Boituva/SP;13119,50
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Casa;12,5% de uma casa gemea na Rua Manoel dos Santos Freire - Boituva/SP;45389,48
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Casa;12,5% na Rua Manoel dos Santos Freire - Boituva/SP, recebido por doação ;15331,26
250002130380;JOSE AMARO ANDRADE;BOITUVA;VEREADOR;PL;Apartamento;50% Apartamento - Edifício Brasilia (Guarujá/SP);120000,00
250002130877;CICERO JUVENAL DA SILVA;BOITUVA;VEREADOR;PSB;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Kia Soul 2010;40674,00
250002130877;CICERO JUVENAL DA SILVA;BOITUVA;VEREADOR;PSB;Casa;Imóvel Terras de Santa Cruz - Boituva/SP;250000,00
250001931372;FRANCISCO LUCAS DOS SANTOS;BOITUVA;VEREADOR;UNIÃµO;Depósito bancário em conta corrente no País;NUMERARIO EM MEU PODER;166530,00
250001931717;PATRICIA SANTOS MOTA SILVA;BOITUVA;VEREADOR;REPUBLICANOS;OUTROS BENS E DIREITOS;PARTICIPAÇÃO EM EMPRESA ;6600,00
250001931717;PATRICIA SANTOS MOTA SILVA;BOITUVA;VEREADOR;REPUBLICANOS;OUTROS BENS E DIREITOS;PARTICIPAÇÃO SOCIAL;7554,47
250001931717;PATRICIA SANTOS MOTA SILVA;BOITUVA;VEREADOR;REPUBLICANOS;Depósito bancário em conta corrente no País;NUMERÁRIO EM MEU PODER;163,02
250001931717;PATRICIA SANTOS MOTA SILVA;BOITUVA;VEREADOR;REPUBLICANOS;Depósito bancário em conta corrente no País;NUMERÁRIO EM MEU PODER;403,58
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;carro;90000,00
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Caderneta de poupança;numeraria;92246,34
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Depósito bancário em conta corrente no País;numerario;3795,27
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Depósito bancário em conta corrente no País;numeraria;6935,12
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Terreno;lote de terreno municipio de boituva;130000,00
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Casa;sexta parte de um imovel municipio de boituva;40000,00
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Casa;municipio de boituva;330000,00
250001931573;VILMA MORAES DE ARRUDA SOARES;BOITUVA;VEREADOR;CIDADANIA;Apartamento;imovel  municipio de boituva;310750,00
250001931316;GRACILENA TELES DE MIRANDA;BOITUVA;VEREADOR;PRD;Outros bens imóveis;50% IMOVEL RESIDENCIAL;250000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Outros fundos;Conta Corrente Banco Bradesco Agencia de Cesario Lange;1,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Outras participações societárias;Socio Proprietario em Drogaria Santa Cruz na cidade de Cesario Lange de CNPJ 66587387/0001 - 32 com participação de 1%.;5000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Outras participações societárias;50% do Capital social da Empresa Drogaria Jardim em Casario Lange de CNPJ 03912070/0001 - 04;5000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Veiculo VW Fusca 1977;4000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Caminhonete MMC Triton;90000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Automovel Fiat 147 ano 1985;5000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Caderneta de poupança;Capital Social Proprio na Cooperativa de credito coop livre agencia 3191 Cesario Lange;90,32
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Terreno;Lote  de terreno localizado no municipio de Boituva                                                                           ;6771,50
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Terreno;Lote de Terreno localizado no municipio de Boituva;78837,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Terreno;Terreno Localizado na cidade de Porto Feliz;26000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Construção;Imovel Comercial Localizado no Jardim Maria Paulina no municipio de  Boituva.;11000,00
250001931701;ADEMIR ROBERTO CHRISTO;BOITUVA;VEREADOR;PODE;Aplicação de renda fixa (CDB, RDB e outros);Aplicação de Renda Fixa CDB no banco Bradesco Agencia 5989;29791,00
250001931870;MARCIO APARECIDO MORO;BOITUVA;VEREADOR;PP;Caderneta de poupança;saldo em conta;2823,00
250001931870;MARCIO APARECIDO MORO;BOITUVA;VEREADOR;PP;Terreno;lote municipio de boituva;117000,00
250001931870;MARCIO APARECIDO MORO;BOITUVA;VEREADOR;PP;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;carro;17500,00
250001931870;MARCIO APARECIDO MORO;BOITUVA;VEREADOR;PP;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;carro;76900,00
250001931870;MARCIO APARECIDO MORO;BOITUVA;VEREADOR;PP;Aplicação de renda fixa (CDB, RDB e outros);saldo em conta;10846,00
250001931870;MARCIO APARECIDO MORO;BOITUVA;VEREADOR;PP;Casa;municipio boituva;400000,00
250001931370;SILMARA LUIZA BIMBATO BINDA;BOITUVA;VEREADOR;UNIÃµO;Crédito decorrente de empréstimo;FINANCIAMENTO IMOBILIARIO;11601,55
250001931370;SILMARA LUIZA BIMBATO BINDA;BOITUVA;VEREADOR;UNIÃµO;Depósito bancário em conta corrente no País;NUMERÁRIO EM CONTA CORRENTE ;18855,49
250001931370;SILMARA LUIZA BIMBATO BINDA;BOITUVA;VEREADOR;UNIÃµO;Aplicação de renda fixa (CDB, RDB e outros);INVESTIMENTO ;5939,78
250002138895;PAULO HENRIQUE FERNANDES DA CRUZ;BOITUVA;VEREADOR;AVANTE;Veículo automotor terrestre: caminhão, automóvel, moto, etc.;Carro Renault Sandero 2018-2019 ;45000,00
250001931317;HAROLDO BARBOSA;BOITUVA;VEREADOR;PRD;Outros bens imóveis;chacara;600000,00
250001931317;HAROLDO BARBOSA;BOITUVA;VEREADOR;PRD;Terreno;terreno;500000,00
250001932170;EDSON JOSE MARCUSSO;BOITUVA;PREFEITO;PSD;Crédito decorrente de empréstimo;CRÉDITO DE EMPRÉSTIMO;45000,00
